item,category,co2_per_unit,unit
BrandA Turkey,Meat,21.04,kg
EcoLife Butter,Dairy,1.42,kg
EcoLife Onion,Vegetables,1.56,kg
HomeEssentials Jacket,Clothing,7.81,piece
HomeEssentials Croissant,Bakery,1.3,piece
BrandB T-shirt,Clothing,18.36,piece
NaturePlus Bus Ticket,Transport,3.29,km
BrandA Onion,Vegetables,0.6,kg
EcoLife Pen,Stationery,1.73,piece
HomeEssentials Bleach,Cleaning,9.94,kg
GoodFarm Petrol,Transport,2.98,km
BrandA Shampoo,Personal Care,1.06,piece
BrandC Pet Toy,Pet Supplies,7.29,piece
BrandA Orange,Fruits,1.37,kg
BrandC Jacket,Clothing,13.23,piece
BrandB Marker,Stationery,1.62,piece
HomeEssentials Cake,Bakery,1.81,piece
GoodFarm Yogurt,Dairy,4.88,liter
GreenChoice Pork,Meat,28.23,kg
BrandC Oats,Food,0.39,piece
GoodFarm Shampoo,Personal Care,0.26,piece
BrandC Sweater,Clothing,14.68,piece
HomeEssentials Floor Cleaner,Cleaning,7.39,liter
BrandC Croissant,Bakery,0.75,piece
BrandB Headphones,Electronics,131.47,piece
HomeEssentials Mango,Fruits,1.41,kg
HomeEssentials Water,Beverages,2.08,bottle
BrandC Paper Pack,Stationery,0.13,piece
EcoLife Dog Food,Pet Supplies,4.16,piece
GoodFarm Floor Cleaner,Cleaning,14.64,kg
GreenChoice TV,Electronics,168.11,piece
DailyCare Dog Food,Pet Supplies,0.83,piece
DailyCare Shirt,Clothing,10.21,piece
HomeEssentials Tablet,Electronics,141.98,piece
EcoLife Tea,Beverages,2.4,bottle
BrandC Beef,Meat,11.9,kg
GreenChoice Grapes,Fruits,1.19,piece
DailyCare Water,Beverages,2.4,bottle
GreenChoice Onion,Vegetables,1.18,piece
GreenChoice Lamp,Household,47.07,piece
GreenChoice Headphones,Electronics,90.55,piece
BrandA Orange,Fruits,1.98,piece
HomeEssentials Cheese,Dairy,5.31,kg
HomeEssentials Pasta,Food,1.39,pack
GoodFarm Apple,Fruits,0.13,piece
BrandC Cream,Dairy,5.0,kg
HomeEssentials Muffin,Bakery,1.6,piece
BrandA Headphones,Electronics,10.62,piece
DailyCare Toothpaste,Personal Care,3.26,piece
BrandB Coffee,Beverages,0.74,liter
EcoLife Turkey,Meat,16.75,kg
GreenChoice Soap,Personal Care,2.48,piece
NaturePlus Water,Beverages,1.89,bottle
DailyCare Bus Ticket,Transport,1.5,liter
NaturePlus Chicken,Meat,14.63,kg
NaturePlus Chicken,Meat,16.31,kg
NaturePlus Tablet,Electronics,189.93,piece
GreenChoice Jeans,Clothing,15.56,piece
EcoLife Pet Toy,Pet Supplies,2.19,piece
BrandA Cat Food,Pet Supplies,3.61,piece
NaturePlus Apple,Fruits,0.2,piece
BrandC Pet Toy,Pet Supplies,2.84,piece
EcoLife Yogurt,Dairy,5.22,liter
DailyCare TV,Electronics,65.22,piece
NaturePlus Tomato,Vegetables,1.17,piece
BrandB Diesel,Transport,1.6,km
BrandC Milk,Dairy,1.25,kg
BrandB Carrot,Vegetables,1.02,kg
HomeEssentials Glass Cleaner,Cleaning,2.86,kg
GoodFarm Water,Beverages,1.56,liter
BrandB Lentils,Food,0.96,pack
EcoLife Mango,Fruits,0.54,kg
DailyCare Floor Cleaner,Cleaning,11.05,piece
GoodFarm Mattress,Household,24.78,piece
DailyCare Petrol,Transport,1.57,liter
NaturePlus Oats,Food,3.79,kg
BrandA Stapler,Stationery,4.43,piece
BrandA Shirt,Clothing,7.38,piece
GreenChoice Pasta,Food,0.97,piece
EcoLife Pet Toy,Pet Supplies,4.64,kg
GreenChoice Stapler,Stationery,3.81,piece
HomeEssentials Coffee,Beverages,0.59,liter
HomeEssentials Glass Cleaner,Cleaning,8.92,liter
BrandB Chicken,Meat,5.3,kg
BrandC Detergent,Cleaning,6.15,kg
BrandC Yogurt,Dairy,4.95,kg
BrandA Dog Food,Pet Supplies,1.4,piece
GoodFarm Dog Food,Pet Supplies,0.5,kg
BrandB Stapler,Stationery,2.67,piece
HomeEssentials Spinach,Vegetables,0.89,piece
NaturePlus Bread,Bakery,2.96,piece
GreenChoice Chair,Household,34.06,piece
HomeEssentials Paper Pack,Stationery,4.97,piece
NaturePlus T-shirt,Clothing,9.8,piece
BrandA Onion,Vegetables,0.88,kg
EcoLife Shirt,Clothing,15.98,piece
NaturePlus Coffee,Beverages,1.56,bottle
HomeEssentials Phone,Electronics,89.55,piece
GreenChoice Beans,Food,2.52,kg
BrandB Pen,Stationery,3.6,piece
BrandC Bread,Bakery,2.41,piece
EcoLife T-shirt,Clothing,14.28,piece
EcoLife Apple,Fruits,1.07,piece
BrandC TV,Electronics,131.33,piece
BrandC Water,Beverages,2.44,liter
GreenChoice Cake,Bakery,3.26,piece
DailyCare Train Ticket,Transport,2.52,liter
BrandA Table,Household,31.62,piece
HomeEssentials Bus Ticket,Transport,3.25,liter
NaturePlus Pen,Stationery,2.6,piece
GreenChoice Rice,Food,4.39,kg
BrandB Detergent,Cleaning,13.24,liter
HomeEssentials Banana,Fruits,0.64,piece
EcoLife Train Ticket,Transport,3.91,liter
EcoLife Cheese,Dairy,1.01,liter
EcoLife Glass Cleaner,Cleaning,9.93,piece
HomeEssentials Onion,Vegetables,0.15,kg
BrandC Tea,Beverages,0.33,liter
EcoLife Tomato,Vegetables,0.07,kg
GreenChoice Deodorant,Personal Care,4.74,piece
NaturePlus Petrol,Transport,3.55,km
BrandC Pasta,Food,0.13,pack
GreenChoice Cheese,Dairy,4.07,liter
DailyCare Lamb,Meat,11.11,kg
BrandA Muffin,Bakery,3.42,piece
DailyCare Chicken,Meat,8.44,kg
EcoLife Pet Toy,Pet Supplies,9.76,kg
EcoLife Pet Shampoo,Pet Supplies,7.0,kg
GreenChoice Stapler,Stationery,4.22,piece
GoodFarm Lentils,Food,3.43,kg
HomeEssentials Soap,Personal Care,1.07,piece
EcoLife Tea,Beverages,1.36,bottle
GreenChoice Deodorant,Personal Care,0.89,piece
BrandA Chair,Household,22.97,piece
BrandC Pillow,Household,37.1,piece
BrandB Carrot,Vegetables,0.93,kg
EcoLife Phone,Electronics,110.89,piece
NaturePlus Tablet,Electronics,112.66,piece
DailyCare Floor Cleaner,Cleaning,7.65,liter
EcoLife Phone,Electronics,96.13,piece
EcoLife Laptop,Electronics,124.59,piece
EcoLife TV,Electronics,14.43,piece
NaturePlus Chicken,Meat,24.43,kg
EcoLife Soap,Personal Care,1.24,piece
EcoLife T-shirt,Clothing,5.06,piece
EcoLife Pillow,Household,20.69,piece
GreenChoice T-shirt,Clothing,6.36,piece
BrandB Bicycle,Transport,2.75,liter
NaturePlus Glass Cleaner,Cleaning,3.03,piece
HomeEssentials Tea,Beverages,1.17,bottle
BrandC Coke,Beverages,0.94,bottle
HomeEssentials Oats,Food,1.24,kg
EcoLife Carrot,Vegetables,0.2,kg
BrandA Banana,Fruits,1.96,kg
BrandC Mango,Fruits,0.73,kg
EcoLife TV,Electronics,137.42,piece
NaturePlus Cake,Bakery,2.16,piece
DailyCare Bicycle,Transport,0.74,liter
BrandA Coffee,Beverages,0.53,bottle
GoodFarm Croissant,Bakery,0.48,kg
BrandC Cat Food,Pet Supplies,2.87,piece
BrandA Shirt,Clothing,9.68,piece
GoodFarm Marker,Stationery,2.26,piece
EcoLife Notebook,Stationery,2.8,piece
NaturePlus Tea,Beverages,2.65,liter
HomeEssentials Tea,Beverages,0.52,bottle
EcoLife Stapler,Stationery,4.99,piece
BrandA Pen,Stationery,4.18,piece
BrandB Pillow,Household,28.08,piece
NaturePlus Soap,Personal Care,4.05,piece
GreenChoice Mango,Fruits,0.15,kg
NaturePlus Laptop,Electronics,41.89,piece
BrandA Grapes,Fruits,1.62,kg
BrandB TV,Electronics,124.29,piece
BrandB Glass Cleaner,Cleaning,4.24,liter
EcoLife Soap,Personal Care,1.64,piece
DailyCare Tea,Beverages,0.85,bottle
HomeEssentials Notebook,Stationery,4.29,piece
BrandC Mattress,Household,37.49,piece
EcoLife Detergent,Cleaning,1.3,piece
NaturePlus Laptop,Electronics,83.64,piece
GoodFarm Notebook,Stationery,0.67,piece
EcoLife Bagel,Bakery,0.71,kg
GreenChoice Pet Toy,Pet Supplies,8.32,piece
EcoLife Oats,Food,0.18,piece
GoodFarm Milk,Dairy,9.28,kg
BrandB Glass Cleaner,Cleaning,4.29,kg
EcoLife Butter,Dairy,6.43,liter
HomeEssentials Beans,Food,1.88,kg
BrandC Bicycle,Transport,0.21,liter
HomeEssentials Lamp,Household,31.83,piece
GreenChoice Muffin,Bakery,1.62,piece
EcoLife Potato,Vegetables,1.48,piece
EcoLife Laptop,Electronics,56.8,piece
GreenChoice Notebook,Stationery,4.27,piece
NaturePlus Beef,Meat,6.29,kg
DailyCare Paper Pack,Stationery,0.15,piece
GoodFarm Phone,Electronics,53.56,piece
NaturePlus Glass Cleaner,Cleaning,8.14,liter
BrandB Coffee,Beverages,1.09,liter
GoodFarm Deodorant,Personal Care,0.43,piece
BrandC Notebook,Stationery,4.56,piece
BrandB Jeans,Clothing,10.23,piece
GoodFarm Dog Food,Pet Supplies,1.38,piece
BrandA Chicken,Meat,18.53,kg
GreenChoice Pen,Stationery,0.84,piece
DailyCare Bleach,Cleaning,7.37,piece
GoodFarm Pasta,Food,2.24,piece
NaturePlus Chicken,Meat,23.48,kg
EcoLife Milk,Dairy,1.35,liter
EcoLife Dog Food,Pet Supplies,3.44,piece
BrandB Tea,Beverages,0.97,bottle
HomeEssentials Croissant,Bakery,1.92,kg
GoodFarm Lamb,Meat,12.76,kg
GoodFarm Petrol,Transport,2.66,liter
GoodFarm Banana,Fruits,0.73,piece
EcoLife Cat Food,Pet Supplies,4.29,kg
BrandB Coke,Beverages,2.58,bottle
GreenChoice Lentils,Food,0.18,kg
BrandC Lotion,Personal Care,4.41,piece
BrandC Tomato,Vegetables,0.75,kg
GreenChoice Toothpaste,Personal Care,1.32,piece
BrandA Spinach,Vegetables,0.39,piece
BrandB Detergent,Cleaning,3.27,kg
NaturePlus Shirt,Clothing,10.17,piece
NaturePlus Muffin,Bakery,4.12,piece
DailyCare Deodorant,Personal Care,1.23,piece
BrandA Table,Household,32.55,piece
NaturePlus Jeans,Clothing,6.96,piece
DailyCare Shampoo,Personal Care,2.79,piece
NaturePlus Beef,Meat,21.19,kg
GoodFarm Bread,Bakery,4.76,kg
BrandC Litter,Pet Supplies,5.41,kg
DailyCare Cat Food,Pet Supplies,1.84,kg
GreenChoice Jacket,Clothing,8.05,piece
GoodFarm Juice,Beverages,0.41,liter
GoodFarm Bicycle,Transport,3.02,km
EcoLife Nuts,Food,4.39,kg
BrandA Paper Pack,Stationery,3.5,piece
GoodFarm Table,Household,37.15,piece
HomeEssentials Mango,Fruits,0.33,kg
GoodFarm Lotion,Personal Care,3.56,piece
NaturePlus Headphones,Electronics,53.86,piece
DailyCare Glass Cleaner,Cleaning,10.62,liter
DailyCare Marker,Stationery,0.35,piece
EcoLife Sweater,Clothing,4.85,piece
BrandA Laptop,Electronics,88.58,piece
HomeEssentials Sweater,Clothing,10.65,piece
NaturePlus Croissant,Bakery,3.65,piece
EcoLife Banana,Fruits,1.15,piece
GreenChoice Notebook,Stationery,1.68,piece
HomeEssentials Carrot,Vegetables,1.3,piece
DailyCare Train Ticket,Transport,2.24,liter
EcoLife Tea,Beverages,0.27,bottle
GreenChoice Table,Household,2.49,piece
GreenChoice TV,Electronics,190.2,piece
HomeEssentials Soap,Personal Care,3.28,piece
DailyCare Cat Food,Pet Supplies,1.08,kg
BrandB Bread,Bakery,1.35,kg
EcoLife Glass Cleaner,Cleaning,3.57,piece
BrandC Pet Toy,Pet Supplies,1.84,piece
DailyCare Pet Toy,Pet Supplies,6.8,kg
BrandB Lamb,Meat,6.82,kg
EcoLife Coke,Beverages,1.34,bottle
BrandA Pasta,Food,3.34,kg
DailyCare Shirt,Clothing,15.56,piece
GoodFarm Carrot,Vegetables,0.16,piece
BrandC Potato,Vegetables,1.59,kg
EcoLife Mattress,Household,21.14,piece
HomeEssentials TV,Electronics,130.75,piece
DailyCare Table,Household,26.46,piece
HomeEssentials Laptop,Electronics,26.2,piece
GreenChoice Litter,Pet Supplies,9.33,kg
DailyCare Rice,Food,1.03,pack
HomeEssentials Tablet,Electronics,101.63,piece
NaturePlus Coke,Beverages,0.29,liter
HomeEssentials Pen,Stationery,1.67,piece
BrandB Marker,Stationery,2.59,piece
GoodFarm Detergent,Cleaning,5.45,liter
BrandA Pasta,Food,2.55,piece
DailyCare Bleach,Cleaning,10.39,liter
GreenChoice Muffin,Bakery,2.45,kg
DailyCare Cheese,Dairy,9.66,liter
BrandB Pillow,Household,32.6,piece
NaturePlus Floor Cleaner,Cleaning,5.29,piece
BrandA Glass Cleaner,Cleaning,1.16,piece
DailyCare Toothpaste,Personal Care,5.0,piece
BrandC Croissant,Bakery,2.11,piece
NaturePlus Petrol,Transport,3.44,liter
NaturePlus Beans,Food,2.6,piece
GreenChoice Sweater,Clothing,2.46,piece
BrandB Lamp,Household,9.48,piece
GoodFarm Rice,Food,1.61,kg
EcoLife Chair,Household,24.95,piece
BrandC Pasta,Food,1.65,pack
EcoLife Toothpaste,Personal Care,2.24,piece
BrandC Cat Food,Pet Supplies,2.31,piece
EcoLife Phone,Electronics,143.54,piece
NaturePlus Shirt,Clothing,18.04,piece
NaturePlus Bus Ticket,Transport,4.84,km
BrandC Carrot,Vegetables,1.78,kg
NaturePlus Rice,Food,4.29,kg
BrandA Bicycle,Transport,2.79,liter
DailyCare Muffin,Bakery,4.26,piece
DailyCare TV,Electronics,35.95,piece
DailyCare Coffee,Beverages,2.93,bottle
EcoLife Cake,Bakery,4.39,kg
NaturePlus Cream,Dairy,2.42,liter
BrandC Cake,Bakery,1.16,kg
GoodFarm Milk,Dairy,8.44,kg
BrandC Toothpaste,Personal Care,4.39,piece
DailyCare Butter,Dairy,4.07,kg
GreenChoice Lentils,Food,3.89,pack
BrandB Chair,Household,13.78,piece
NaturePlus Beef,Meat,14.86,kg
HomeEssentials Floor Cleaner,Cleaning,12.53,kg
BrandC Cat Food,Pet Supplies,3.08,kg
BrandA Pen,Stationery,4.0,piece
BrandB Pasta,Food,4.67,pack
GoodFarm Cream,Dairy,6.89,kg
HomeEssentials Coffee,Beverages,1.65,liter
BrandA Litter,Pet Supplies,2.98,kg
GoodFarm Toothpaste,Personal Care,1.52,piece
HomeEssentials Train Ticket,Transport,3.73,liter
GoodFarm Petrol,Transport,0.62,liter
BrandC Bicycle,Transport,3.66,liter
EcoLife Marker,Stationery,4.44,piece
GreenChoice Mattress,Household,49.94,piece
EcoLife Orange,Fruits,1.1,kg
GoodFarm Dish Soap,Cleaning,7.37,kg
DailyCare Jeans,Clothing,4.13,piece
GoodFarm Grapes,Fruits,1.46,kg
DailyCare Tablet,Electronics,193.99,piece
HomeEssentials Marker,Stationery,3.15,piece
BrandC Deodorant,Personal Care,3.13,piece
GoodFarm Juice,Beverages,1.23,bottle
BrandB Pillow,Household,14.62,piece
GoodFarm Yogurt,Dairy,2.9,liter
DailyCare Beans,Food,3.86,piece
DailyCare Pet Shampoo,Pet Supplies,4.18,piece
HomeEssentials Beef,Meat,26.8,kg
GreenChoice Floor Cleaner,Cleaning,8.55,liter
EcoLife Water,Beverages,1.26,liter
BrandC Jeans,Clothing,8.83,piece
BrandA Headphones,Electronics,140.87,piece
BrandB Tomato,Vegetables,1.39,kg
HomeEssentials Floor Cleaner,Cleaning,6.1,piece
NaturePlus Pen,Stationery,0.98,piece
BrandA Onion,Vegetables,1.4,piece
BrandC Jacket,Clothing,4.59,piece
BrandB Bicycle,Transport,4.2,liter
GreenChoice Pen,Stationery,4.7,piece
BrandA Headphones,Electronics,156.38,piece
GoodFarm Spinach,Vegetables,0.17,kg
BrandC Bleach,Cleaning,14.54,liter
NaturePlus Petrol,Transport,0.12,liter
NaturePlus Cat Food,Pet Supplies,8.97,kg
BrandC Turkey,Meat,22.2,kg
BrandC TV,Electronics,56.49,piece
NaturePlus Butter,Dairy,2.13,liter
GoodFarm Sweater,Clothing,18.52,piece
BrandB Chicken,Meat,15.7,kg
DailyCare Grapes,Fruits,0.88,piece
BrandA Tablet,Electronics,94.98,piece
GoodFarm Cake,Bakery,3.04,piece
BrandB Tea,Beverages,1.32,bottle
BrandA Tablet,Electronics,174.37,piece
GoodFarm Butter,Dairy,5.51,kg
HomeEssentials Bicycle,Transport,2.85,liter
EcoLife Turkey,Meat,8.06,kg
GreenChoice Pet Shampoo,Pet Supplies,4.87,piece
BrandA Diesel,Transport,2.59,km
GoodFarm Bus Ticket,Transport,0.34,km
GreenChoice Table,Household,23.45,piece
DailyCare Bleach,Cleaning,10.69,kg
BrandB Floor Cleaner,Cleaning,8.85,piece
GreenChoice Pet Toy,Pet Supplies,6.0,piece
HomeEssentials Tomato,Vegetables,1.41,piece
GoodFarm Dog Food,Pet Supplies,4.82,kg
EcoLife Bread,Bakery,3.1,kg
NaturePlus Detergent,Cleaning,7.12,piece
DailyCare Pasta,Food,4.01,piece
GreenChoice Glass Cleaner,Cleaning,3.36,liter
DailyCare Petrol,Transport,3.11,liter
GreenChoice T-shirt,Clothing,3.96,piece
NaturePlus Pet Shampoo,Pet Supplies,7.23,piece
EcoLife Coke,Beverages,2.8,bottle
HomeEssentials Mango,Fruits,1.33,piece
DailyCare Train Ticket,Transport,1.59,liter
HomeEssentials Bus Ticket,Transport,0.54,liter
NaturePlus Coffee,Beverages,2.03,liter
BrandA Butter,Dairy,3.73,kg
DailyCare Toothpaste,Personal Care,4.45,piece
BrandB Cake,Bakery,1.27,kg
GreenChoice Sweater,Clothing,7.28,piece
GreenChoice Croissant,Bakery,2.46,piece
BrandB Butter,Dairy,1.3,liter
DailyCare Bicycle,Transport,1.82,km
NaturePlus Butter,Dairy,9.5,kg
HomeEssentials Soap,Personal Care,1.39,piece
EcoLife Water,Beverages,2.26,liter
BrandC Pasta,Food,0.22,piece
DailyCare Pen,Stationery,4.22,piece
EcoLife Soap,Personal Care,0.72,piece
DailyCare Dog Food,Pet Supplies,9.52,kg
NaturePlus Shampoo,Personal Care,1.97,piece
BrandA Bicycle,Transport,2.19,liter
GreenChoice Pet Shampoo,Pet Supplies,1.64,kg
GoodFarm Cream,Dairy,7.66,kg
BrandC Litter,Pet Supplies,3.22,kg
EcoLife Shampoo,Personal Care,3.07,piece
BrandC Bus Ticket,Transport,3.07,liter
BrandA Rice,Food,0.4,pack
GreenChoice Carrot,Vegetables,1.14,piece
NaturePlus Lentils,Food,2.88,kg
DailyCare TV,Electronics,111.55,piece
NaturePlus Oats,Food,4.26,pack
BrandA Headphones,Electronics,23.52,piece
DailyCare Pork,Meat,5.68,kg
DailyCare Rice,Food,2.44,pack
NaturePlus Detergent,Cleaning,6.16,liter
GreenChoice Bicycle,Transport,1.25,liter
GoodFarm Shampoo,Personal Care,1.38,piece
EcoLife Cream,Dairy,8.19,liter
BrandA Muffin,Bakery,3.81,piece
NaturePlus Pet Toy,Pet Supplies,5.31,piece
BrandB Tomato,Vegetables,0.23,kg
GoodFarm Butter,Dairy,2.54,kg
GoodFarm Oats,Food,1.07,piece
HomeEssentials Jeans,Clothing,3.52,piece
GoodFarm Bus Ticket,Transport,2.23,km
NaturePlus Pillow,Household,26.27,piece
HomeEssentials Yogurt,Dairy,0.82,liter
DailyCare Shirt,Clothing,10.03,piece
BrandA Floor Cleaner,Cleaning,6.46,kg
DailyCare Juice,Beverages,2.36,bottle
HomeEssentials Lentils,Food,3.93,piece
NaturePlus Butter,Dairy,2.77,liter
BrandA Butter,Dairy,7.0,kg
BrandC Headphones,Electronics,99.77,piece
BrandC Stapler,Stationery,2.18,piece
EcoLife Train Ticket,Transport,0.85,liter
GreenChoice Coke,Beverages,2.72,bottle
BrandA Coke,Beverages,2.83,liter
BrandA Potato,Vegetables,1.96,piece
DailyCare Tomato,Vegetables,0.75,kg
GreenChoice Dog Food,Pet Supplies,5.82,kg
HomeEssentials Soap,Personal Care,3.79,piece
GoodFarm Table,Household,33.41,piece
GoodFarm Muffin,Bakery,3.43,kg
EcoLife Butter,Dairy,2.4,liter
BrandB Bagel,Bakery,2.82,piece
EcoLife Pet Shampoo,Pet Supplies,1.34,piece
GoodFarm Train Ticket,Transport,2.2,liter
BrandC Shampoo,Personal Care,3.54,piece
BrandB Petrol,Transport,2.19,liter
HomeEssentials Pet Shampoo,Pet Supplies,6.75,kg
EcoLife Bagel,Bakery,0.95,kg
NaturePlus Lentils,Food,2.35,pack
HomeEssentials Bagel,Bakery,0.97,piece
BrandC Chicken,Meat,10.49,kg
BrandA Potato,Vegetables,1.8,piece
NaturePlus Bread,Bakery,4.82,piece
DailyCare Tea,Beverages,2.5,bottle
DailyCare Phone,Electronics,30.98,piece
NaturePlus Apple,Fruits,0.43,kg
BrandC Cake,Bakery,0.36,piece
DailyCare Grapes,Fruits,0.94,kg
BrandB Marker,Stationery,1.91,piece
GreenChoice Pen,Stationery,3.41,piece
GoodFarm Jacket,Clothing,8.08,piece
BrandB Lentils,Food,0.64,kg
NaturePlus Apple,Fruits,0.37,kg
BrandC Train Ticket,Transport,3.75,liter
BrandA Rice,Food,1.45,kg
HomeEssentials Water,Beverages,0.82,liter
HomeEssentials Cheese,Dairy,9.37,liter
GreenChoice Dish Soap,Cleaning,11.63,piece
GoodFarm Bread,Bakery,2.74,kg
EcoLife Potato,Vegetables,0.82,piece
BrandA Coffee,Beverages,2.87,liter
BrandA Chicken,Meat,17.98,kg
GreenChoice Croissant,Bakery,1.26,piece
NaturePlus Floor Cleaner,Cleaning,2.86,kg
HomeEssentials Milk,Dairy,6.15,kg
EcoLife Table,Household,16.26,piece
BrandB TV,Electronics,135.11,piece
GreenChoice Tomato,Vegetables,1.25,kg
EcoLife Tomato,Vegetables,0.32,piece
BrandB Bicycle,Transport,2.16,km
NaturePlus Yogurt,Dairy,9.06,kg
BrandC Pet Shampoo,Pet Supplies,8.17,kg
GoodFarm Cat Food,Pet Supplies,7.57,piece
EcoLife Lamp,Household,25.41,piece
BrandC Croissant,Bakery,2.85,piece
BrandA Yogurt,Dairy,8.67,liter
BrandC Lamp,Household,48.81,piece
BrandA Coke,Beverages,0.42,liter
BrandA Detergent,Cleaning,9.72,kg
GreenChoice Grapes,Fruits,1.86,piece
DailyCare Chair,Household,44.94,piece
BrandB Train Ticket,Transport,0.26,liter
GoodFarm Potato,Vegetables,1.02,piece
EcoLife Coke,Beverages,2.99,liter
EcoLife Water,Beverages,1.11,liter
DailyCare Nuts,Food,4.48,pack
BrandB Shirt,Clothing,14.5,piece
BrandB Turkey,Meat,20.98,kg
GreenChoice Pillow,Household,30.03,piece
BrandC Lotion,Personal Care,3.47,piece
HomeEssentials Dish Soap,Cleaning,5.6,kg
HomeEssentials Tea,Beverages,2.86,bottle
BrandC Toothpaste,Personal Care,2.93,piece
BrandA Croissant,Bakery,1.69,piece
HomeEssentials Cream,Dairy,8.16,liter
GoodFarm Tomato,Vegetables,0.76,piece
GreenChoice Train Ticket,Transport,3.24,km
BrandC Deodorant,Personal Care,3.39,piece
EcoLife Shampoo,Personal Care,4.8,piece
NaturePlus Sweater,Clothing,18.15,piece
HomeEssentials Chicken,Meat,18.15,kg
GoodFarm Detergent,Cleaning,6.01,piece
BrandB Lotion,Personal Care,0.8,piece
GreenChoice Grapes,Fruits,0.33,kg
BrandB Tomato,Vegetables,0.14,kg
BrandB Shampoo,Personal Care,2.6,piece
NaturePlus T-shirt,Clothing,15.06,piece
GoodFarm Lamb,Meat,24.94,kg
EcoLife Coke,Beverages,2.26,liter
NaturePlus Milk,Dairy,1.13,liter
BrandC Coffee,Beverages,0.7,liter
BrandC Bagel,Bakery,3.03,piece
BrandB Detergent,Cleaning,11.94,liter
HomeEssentials Beef,Meat,22.24,kg
GreenChoice Orange,Fruits,0.83,kg
GoodFarm Potato,Vegetables,1.98,piece
DailyCare Butter,Dairy,1.02,kg
HomeEssentials Croissant,Bakery,4.71,piece
GoodFarm Lotion,Personal Care,3.51,piece
BrandC Turkey,Meat,19.69,kg
BrandB Pet Shampoo,Pet Supplies,5.23,kg
GreenChoice Notebook,Stationery,4.14,piece
BrandC Muffin,Bakery,0.53,kg
GoodFarm Chair,Household,33.75,piece
DailyCare Potato,Vegetables,0.64,piece
DailyCare Grapes,Fruits,1.36,kg
HomeEssentials Pork,Meat,12.36,kg
GoodFarm Lotion,Personal Care,1.91,piece
HomeEssentials Milk,Dairy,4.07,kg
BrandA Chair,Household,21.67,piece
GreenChoice Tea,Beverages,1.48,liter
EcoLife Glass Cleaner,Cleaning,13.64,liter
BrandC Table,Household,11.95,piece
EcoLife Paper Pack,Stationery,2.84,piece
GreenChoice Diesel,Transport,2.28,km
DailyCare Bus Ticket,Transport,4.61,km
BrandC Water,Beverages,1.37,bottle
BrandA Cat Food,Pet Supplies,4.77,piece
BrandB Bagel,Bakery,1.64,kg
GreenChoice Chicken,Meat,26.68,kg
EcoLife Notebook,Stationery,3.53,piece
BrandA Chair,Household,3.48,piece
GreenChoice Deodorant,Personal Care,0.65,piece
GreenChoice Phone,Electronics,198.87,piece
BrandA Tablet,Electronics,123.25,piece
GreenChoice Toothpaste,Personal Care,4.04,piece
GoodFarm Tea,Beverages,2.38,bottle
DailyCare Floor Cleaner,Cleaning,5.94,piece
GoodFarm Cake,Bakery,3.81,kg
BrandA Lentils,Food,3.34,pack
BrandA Glass Cleaner,Cleaning,7.52,kg
GreenChoice Pen,Stationery,4.74,piece
BrandC Shirt,Clothing,3.07,piece
EcoLife Beans,Food,1.88,pack
HomeEssentials Mattress,Household,17.58,piece
NaturePlus Coffee,Beverages,2.12,liter
EcoLife Pasta,Food,3.56,kg
EcoLife Dog Food,Pet Supplies,5.93,kg
EcoLife Chair,Household,2.57,piece
NaturePlus Coke,Beverages,1.2,liter
GreenChoice Shirt,Clothing,16.23,piece
BrandC Jeans,Clothing,7.27,piece
BrandA Diesel,Transport,0.57,km
BrandC Notebook,Stationery,1.94,piece
DailyCare Paper Pack,Stationery,1.21,piece
BrandC Pillow,Household,40.95,piece
BrandC Toothpaste,Personal Care,1.09,piece
EcoLife Lentils,Food,2.59,pack
BrandA Nuts,Food,1.25,kg
BrandA Toothpaste,Personal Care,4.11,piece
GoodFarm Grapes,Fruits,1.04,piece
BrandA Pen,Stationery,3.62,piece
NaturePlus Coke,Beverages,1.33,bottle
BrandA Beef,Meat,11.51,kg
BrandC Carrot,Vegetables,0.79,piece
BrandB Table,Household,48.03,piece
NaturePlus Carrot,Vegetables,1.49,kg
HomeEssentials Nuts,Food,0.75,kg
HomeEssentials Petrol,Transport,0.38,km
NaturePlus Bread,Bakery,2.14,piece
BrandB Laptop,Electronics,174.59,piece
BrandB Beef,Meat,11.0,kg
GreenChoice Turkey,Meat,22.1,kg
GreenChoice Phone,Electronics,40.67,piece
NaturePlus Table,Household,36.12,piece
BrandB Pasta,Food,2.22,pack
GreenChoice Detergent,Cleaning,3.91,liter
EcoLife T-shirt,Clothing,13.57,piece
NaturePlus Bagel,Bakery,2.49,piece
EcoLife Mango,Fruits,1.38,kg
BrandC Orange,Fruits,0.15,piece
DailyCare Cheese,Dairy,7.97,kg
DailyCare Beans,Food,1.98,pack
HomeEssentials Turkey,Meat,13.94,kg
BrandB Nuts,Food,2.91,pack
BrandB Lamp,Household,29.91,piece
NaturePlus Lotion,Personal Care,2.41,piece
BrandB Chair,Household,27.56,piece
EcoLife Rice,Food,2.63,pack
BrandC Apple,Fruits,0.25,piece
GreenChoice Cream,Dairy,9.43,liter
HomeEssentials Pet Shampoo,Pet Supplies,3.04,piece
GreenChoice Bread,Bakery,2.09,piece
BrandC Butter,Dairy,9.11,liter
GreenChoice Chicken,Meat,11.66,kg
BrandA Pillow,Household,18.35,piece
