item,category,co2_per_unit,unit
EcoLife Turkey,Meat,7.21,kg
BrandC Beans,Food,4.44,piece
BrandA Tomato,Vegetables,1.19,piece
NaturePlus Coke,Beverages,2.01,bottle
BrandB Lentils,Food,0.44,kg
EcoLife Toothpaste,Personal Care,2.36,piece
BrandC Pasta,Food,0.7,kg
GoodFarm Coffee,Beverages,2.66,bottle
EcoLife Spinach,Vegetables,0.05,piece
GoodFarm Jeans,Clothing,12.62,piece
BrandC Yogurt,Dairy,2.15,liter
BrandC Grapes,Fruits,0.25,kg
NaturePlus Cheese,Dairy,4.65,liter
BrandB Tea,Beverages,1.08,liter
BrandB Turkey,Meat,23.76,kg
BrandC Carrot,Vegetables,0.8,kg
GoodFarm Laptop,Electronics,66.14,piece
BrandC Coke,Beverages,0.26,bottle
NaturePlus Lamb,Meat,27.65,kg
BrandC Butter,Dairy,8.61,liter
EcoLife Laptop,Electronics,77.83,piece
EcoLife Shampoo,Personal Care,3.34,piece
EcoLife Mango,Fruits,0.22,piece
GoodFarm Laptop,Electronics,116.34,piece
EcoLife Grapes,Fruits,0.42,piece
NaturePlus Water,Beverages,1.73,bottle
GoodFarm Beef,Meat,6.12,kg
BrandC Cream,Dairy,7.89,kg
BrandB Spinach,Vegetables,1.46,piece
EcoLife Chicken,Meat,15.78,kg
BrandC Butter,Dairy,7.97,kg
NaturePlus Water,Beverages,1.52,bottle
BrandC Shampoo,Personal Care,3.73,piece
GoodFarm Butter,Dairy,9.5,kg
BrandC Sweater,Clothing,11.1,piece
EcoLife Potato,Vegetables,1.09,piece
BrandB Apple,Fruits,1.28,kg
NaturePlus Potato,Vegetables,1.15,piece
BrandB Juice,Beverages,2.41,liter
BrandB Butter,Dairy,2.77,kg
NaturePlus Laptop,Electronics,60.76,piece
BrandA Chicken,Meat,15.3,kg
GoodFarm Jeans,Clothing,15.43,piece
NaturePlus Shampoo,Personal Care,0.9,piece
BrandA Potato,Vegetables,0.38,piece
BrandB Oats,Food,1.63,kg
BrandA Rice,Food,1.15,pack
NaturePlus Bread,Bakery,1.22,piece
EcoLife Butter,Dairy,2.41,kg
GoodFarm Grapes,Fruits,0.38,kg
BrandB T-shirt,Clothing,16.27,piece
BrandB Pork,Meat,23.81,kg
BrandC Pasta,Food,2.16,kg
BrandA Turkey,Meat,16.97,kg
GoodFarm Chicken,Meat,28.2,kg
BrandA Spinach,Vegetables,1.2,piece
BrandB Tablet,Electronics,104.87,piece
GoodFarm Milk,Dairy,5.27,kg
BrandA Beef,Meat,14.61,kg
EcoLife Croissant,Bakery,1.73,kg
BrandA Coffee,Beverages,1.2,bottle
GoodFarm Orange,Fruits,1.51,kg
EcoLife Headphones,Electronics,113.81,piece
EcoLife Deodorant,Personal Care,3.53,piece
BrandB Cheese,Dairy,3.98,kg
GoodFarm Mango,Fruits,0.41,piece
GoodFarm Turkey,Meat,10.87,kg
BrandB TV,Electronics,106.65,piece
BrandC Water,Beverages,2.16,bottle
EcoLife Shirt,Clothing,8.26,piece
BrandA Grapes,Fruits,1.39,kg
BrandA Onion,Vegetables,1.15,piece
BrandC Cake,Bakery,0.56,piece
BrandB Shirt,Clothing,15.24,piece
BrandB Phone,Electronics,72.65,piece
EcoLife Tomato,Vegetables,1.26,kg
BrandC Shirt,Clothing,3.93,piece
BrandA Tea,Beverages,2.86,bottle
BrandB Shirt,Clothing,2.73,piece
BrandC Toothpaste,Personal Care,1.41,piece
BrandA Beans,Food,2.05,pack
BrandC Coffee,Beverages,0.28,bottle
EcoLife Oats,Food,1.17,kg
EcoLife Pasta,Food,3.87,pack
BrandA Croissant,Bakery,0.8,piece
BrandA Orange,Fruits,1.51,piece
BrandA Tablet,Electronics,176.89,piece
NaturePlus Lentils,Food,3.27,pack
BrandC Potato,Vegetables,0.25,piece
NaturePlus Beef,Meat,26.03,kg
BrandC Apple,Fruits,0.43,piece
EcoLife Carrot,Vegetables,0.23,piece
GoodFarm Jacket,Clothing,16.7,piece
BrandC Coke,Beverages,1.63,bottle
BrandA Headphones,Electronics,91.54,piece
BrandC Banana,Fruits,1.33,kg
GoodFarm Beans,Food,4.25,pack
BrandB Beans,Food,1.69,pack
BrandB T-shirt,Clothing,13.09,piece
NaturePlus Milk,Dairy,5.57,kg
BrandB Lentils,Food,2.04,pack
BrandC Shampoo,Personal Care,2.25,piece
NaturePlus Potato,Vegetables,0.82,kg
BrandA Apple,Fruits,1.6,kg
BrandB Chicken,Meat,23.67,kg
BrandB Coke,Beverages,0.99,bottle
BrandA Toothpaste,Personal Care,0.6,piece
BrandA Potato,Vegetables,0.38,kg
BrandC Bread,Bakery,4.94,piece
EcoLife Juice,Beverages,3.0,liter
GoodFarm Laptop,Electronics,109.0,piece
BrandA Oats,Food,3.48,pack
GoodFarm Rice,Food,4.35,piece
NaturePlus Tea,Beverages,0.86,bottle
BrandA Water,Beverages,1.63,liter
BrandB Cake,Bakery,1.26,kg
BrandB Tea,Beverages,0.48,liter
NaturePlus Jacket,Clothing,16.55,piece
BrandC Croissant,Bakery,4.67,kg
NaturePlus Tomato,Vegetables,1.15,kg
BrandB Headphones,Electronics,137.43,piece
BrandC Rice,Food,0.18,pack
NaturePlus Turkey,Meat,25.72,kg
BrandC Tea,Beverages,0.98,liter
GoodFarm Pasta,Food,3.53,piece
BrandB T-shirt,Clothing,15.9,piece
NaturePlus Banana,Fruits,1.59,kg
BrandC Pasta,Food,3.77,kg
BrandC Phone,Electronics,40.86,piece
BrandB Pasta,Food,3.26,kg
NaturePlus Tea,Beverages,0.77,liter
EcoLife Laptop,Electronics,33.63,piece
NaturePlus Toothpaste,Personal Care,1.19,piece
BrandA Deodorant,Personal Care,0.86,piece
BrandB Lotion,Personal Care,2.45,piece
NaturePlus Jeans,Clothing,7.03,piece
BrandB Chicken,Meat,6.86,kg
BrandC Pork,Meat,15.94,kg
EcoLife Milk,Dairy,6.66,liter
BrandB Coffee,Beverages,0.63,bottle
BrandB Chicken,Meat,5.21,kg
BrandB Jeans,Clothing,8.35,piece
BrandB Oats,Food,4.77,pack
GoodFarm Lotion,Personal Care,0.88,piece
NaturePlus Orange,Fruits,1.14,kg
GoodFarm Onion,Vegetables,0.14,kg
GoodFarm Lamb,Meat,16.95,kg
BrandB Jacket,Clothing,2.17,piece
BrandA Cake,Bakery,2.6,piece
NaturePlus Chicken,Meat,26.25,kg
GoodFarm Soap,Personal Care,4.54,piece
EcoLife Orange,Fruits,1.97,kg
GoodFarm Spinach,Vegetables,0.17,kg
NaturePlus T-shirt,Clothing,11.03,piece
EcoLife Beans,Food,4.18,kg
BrandA Croissant,Bakery,2.14,kg
NaturePlus Yogurt,Dairy,3.53,kg
NaturePlus Water,Beverages,2.41,bottle
BrandA Toothpaste,Personal Care,2.94,piece
BrandC Shirt,Clothing,16.6,piece
NaturePlus Yogurt,Dairy,5.7,liter
BrandC Laptop,Electronics,121.32,piece
BrandA Shirt,Clothing,15.24,piece
EcoLife Chicken,Meat,11.29,kg
BrandC Bagel,Bakery,3.45,kg
NaturePlus Phone,Electronics,12.0,piece
EcoLife Shirt,Clothing,16.82,piece
BrandB Grapes,Fruits,1.67,piece
BrandB Headphones,Electronics,178.47,piece
GoodFarm Tomato,Vegetables,0.73,piece
NaturePlus Jeans,Clothing,16.05,piece
BrandA Apple,Fruits,0.9,kg
NaturePlus Coke,Beverages,2.76,bottle
EcoLife Banana,Fruits,1.67,piece
NaturePlus Butter,Dairy,1.23,liter
BrandC Coffee,Beverages,1.3,liter
BrandC Tablet,Electronics,162.44,piece
NaturePlus Coffee,Beverages,1.34,liter
BrandA Milk,Dairy,4.26,kg
NaturePlus Mango,Fruits,0.87,piece
BrandC Orange,Fruits,0.15,piece
NaturePlus Lotion,Personal Care,3.31,piece
BrandB Soap,Personal Care,1.17,piece
NaturePlus Spinach,Vegetables,1.31,piece
EcoLife Pork,Meat,8.39,kg
BrandA T-shirt,Clothing,3.37,piece
BrandC Cream,Dairy,2.43,liter
EcoLife Shirt,Clothing,5.04,piece
BrandA T-shirt,Clothing,11.08,piece
NaturePlus Banana,Fruits,1.57,kg
BrandA Water,Beverages,1.12,bottle
EcoLife Bagel,Bakery,4.43,piece
EcoLife Muffin,Bakery,3.26,kg
BrandB Carrot,Vegetables,0.98,kg
BrandC Shirt,Clothing,3.34,piece
BrandC Coke,Beverages,2.63,bottle
GoodFarm Orange,Fruits,0.71,kg
GoodFarm Butter,Dairy,7.98,liter
BrandB Shirt,Clothing,8.66,piece
BrandA TV,Electronics,39.75,piece
BrandA Oats,Food,4.1,kg
BrandB Croissant,Bakery,0.59,piece
GoodFarm Headphones,Electronics,188.59,piece
BrandB Rice,Food,4.81,kg
BrandA Lamb,Meat,24.02,kg
GoodFarm Yogurt,Dairy,8.02,kg
BrandA Toothpaste,Personal Care,4.29,piece
BrandA Butter,Dairy,3.28,liter
GoodFarm Bread,Bakery,4.83,piece
BrandA T-shirt,Clothing,16.55,piece
BrandB Toothpaste,Personal Care,3.8,piece
BrandC Shampoo,Personal Care,4.31,piece
BrandA Turkey,Meat,20.8,kg
BrandA Muffin,Bakery,1.8,piece
BrandA Laptop,Electronics,129.12,piece
GoodFarm Shirt,Clothing,16.26,piece
EcoLife Turkey,Meat,25.64,kg
NaturePlus Lentils,Food,3.53,piece
BrandC Jacket,Clothing,2.78,piece
GoodFarm Lentils,Food,0.12,piece
BrandA Milk,Dairy,5.72,kg
GoodFarm Lamb,Meat,27.53,kg
EcoLife Water,Beverages,2.31,liter
NaturePlus Tomato,Vegetables,1.82,kg
BrandC Soap,Personal Care,1.82,piece
BrandA Yogurt,Dairy,5.36,kg
GoodFarm Tomato,Vegetables,1.34,kg
EcoLife Toothpaste,Personal Care,3.8,piece
GoodFarm Cheese,Dairy,4.79,liter
BrandA Coffee,Beverages,1.94,liter
BrandB Carrot,Vegetables,1.8,kg
BrandB Tea,Beverages,0.56,liter
GoodFarm Phone,Electronics,107.86,piece
BrandA Cheese,Dairy,3.75,kg
BrandC Lentils,Food,2.94,pack
NaturePlus Sweater,Clothing,3.83,piece
BrandB Beans,Food,1.66,piece
BrandA Tea,Beverages,0.4,liter
NaturePlus Pasta,Food,0.65,pack
GoodFarm Turkey,Meat,26.83,kg
BrandB Tomato,Vegetables,0.61,piece
BrandB Pork,Meat,8.82,kg
NaturePlus Tablet,Electronics,40.86,piece
BrandA Rice,Food,3.74,piece
EcoLife Lamb,Meat,14.59,kg
EcoLife Juice,Beverages,2.68,liter
BrandC Milk,Dairy,7.18,kg
BrandC Tomato,Vegetables,1.71,kg
EcoLife Sweater,Clothing,6.53,piece
BrandC Tablet,Electronics,52.61,piece
EcoLife Tablet,Electronics,69.12,piece
BrandB Lamb,Meat,18.77,kg
NaturePlus Phone,Electronics,95.29,piece
BrandA Croissant,Bakery,2.02,kg
EcoLife Muffin,Bakery,3.86,piece
BrandA Soap,Personal Care,2.6,piece
GoodFarm Water,Beverages,1.69,liter
BrandB Yogurt,Dairy,7.39,kg
BrandC Juice,Beverages,2.2,bottle
BrandC Grapes,Fruits,1.93,piece
NaturePlus Shampoo,Personal Care,0.89,piece
EcoLife Jeans,Clothing,5.14,piece
NaturePlus Lamb,Meat,29.69,kg
EcoLife Croissant,Bakery,4.8,kg
BrandA Lamb,Meat,7.48,kg
BrandC Deodorant,Personal Care,4.1,piece
EcoLife Apple,Fruits,1.02,kg
BrandA Carrot,Vegetables,0.58,kg
EcoLife Milk,Dairy,7.41,kg
NaturePlus Pork,Meat,7.16,kg
EcoLife Milk,Dairy,5.81,kg
BrandA Headphones,Electronics,54.41,piece
GoodFarm Pork,Meat,20.26,kg
NaturePlus Yogurt,Dairy,6.76,liter
EcoLife Lamb,Meat,26.19,kg
NaturePlus Carrot,Vegetables,0.41,kg
GoodFarm Lotion,Personal Care,2.5,piece
BrandB Shampoo,Personal Care,0.98,piece
BrandC Beef,Meat,13.76,kg
BrandB Potato,Vegetables,1.65,piece
EcoLife Pork,Meat,5.05,kg
BrandA Carrot,Vegetables,0.73,kg
EcoLife Beef,Meat,18.98,kg
BrandB Potato,Vegetables,1.09,piece
BrandC Sweater,Clothing,5.36,piece
NaturePlus TV,Electronics,138.93,piece
NaturePlus Croissant,Bakery,3.09,kg
EcoLife Shampoo,Personal Care,4.7,piece
EcoLife Butter,Dairy,9.88,liter
GoodFarm Cheese,Dairy,6.74,liter
BrandB Coke,Beverages,1.2,liter
BrandC Lotion,Personal Care,3.95,piece
GoodFarm Potato,Vegetables,1.2,piece
GoodFarm Cheese,Dairy,2.59,kg
BrandC Shampoo,Personal Care,0.28,piece
BrandC Bagel,Bakery,3.04,piece
NaturePlus Jeans,Clothing,7.35,piece
GoodFarm Chicken,Meat,23.97,kg
BrandB Grapes,Fruits,1.16,kg
BrandC Coke,Beverages,2.94,bottle
BrandB Water,Beverages,1.0,liter
EcoLife Tablet,Electronics,32.59,piece
BrandC Rice,Food,2.79,pack
BrandC Coffee,Beverages,1.26,bottle
BrandB Cream,Dairy,9.27,liter
EcoLife Coke,Beverages,2.06,bottle
BrandA Jeans,Clothing,12.07,piece
EcoLife Coke,Beverages,1.12,bottle
NaturePlus Rice,Food,1.98,pack
BrandA Water,Beverages,2.03,liter
BrandC Coke,Beverages,1.48,liter
BrandA Oats,Food,3.09,kg
BrandA Lotion,Personal Care,0.31,piece
NaturePlus Tomato,Vegetables,1.77,piece
EcoLife Cheese,Dairy,5.6,liter
GoodFarm Phone,Electronics,125.3,piece
EcoLife Lamb,Meat,18.88,kg
EcoLife Pasta,Food,1.96,kg
BrandA Chicken,Meat,6.19,kg
GoodFarm Turkey,Meat,23.04,kg
BrandC Chicken,Meat,11.14,kg
BrandB Shirt,Clothing,2.09,piece
EcoLife Onion,Vegetables,0.54,piece
BrandA Headphones,Electronics,179.98,piece
EcoLife Milk,Dairy,2.64,liter
BrandB Cream,Dairy,9.46,liter
NaturePlus Juice,Beverages,2.51,bottle
GoodFarm Beans,Food,4.01,kg
BrandB Muffin,Bakery,1.74,piece
BrandA Mango,Fruits,1.15,piece
BrandA Apple,Fruits,1.85,kg
NaturePlus Mango,Fruits,1.44,piece
EcoLife Water,Beverages,0.76,liter
NaturePlus Tablet,Electronics,23.6,piece
EcoLife Rice,Food,3.64,kg
GoodFarm Chicken,Meat,12.17,kg
BrandB Jacket,Clothing,11.0,piece
GoodFarm Banana,Fruits,0.29,kg
BrandA Juice,Beverages,2.63,liter
BrandB Deodorant,Personal Care,4.76,piece
NaturePlus Headphones,Electronics,15.47,piece
BrandB Carrot,Vegetables,0.2,piece
BrandC Bread,Bakery,3.41,kg
GoodFarm Shampoo,Personal Care,1.03,piece
BrandB Shampoo,Personal Care,1.01,piece
NaturePlus Sweater,Clothing,3.89,piece
EcoLife Apple,Fruits,1.68,piece
BrandA Potato,Vegetables,0.35,kg
BrandC Water,Beverages,2.65,bottle
GoodFarm TV,Electronics,85.72,piece
BrandC Beef,Meat,13.42,kg
BrandC Onion,Vegetables,0.37,kg
NaturePlus T-shirt,Clothing,6.23,piece
BrandA Tea,Beverages,0.85,liter
BrandC Lotion,Personal Care,3.53,piece
GoodFarm Lotion,Personal Care,4.58,piece
NaturePlus Cream,Dairy,4.53,kg
BrandA Cake,Bakery,0.59,kg
BrandC Shirt,Clothing,10.07,piece
BrandA Coffee,Beverages,2.22,liter
NaturePlus Tomato,Vegetables,1.1,kg
BrandB Sweater,Clothing,5.58,piece
BrandB Shirt,Clothing,3.04,piece
BrandA Juice,Beverages,1.6,bottle
BrandB Orange,Fruits,0.92,piece
EcoLife Rice,Food,1.55,pack
BrandC Bagel,Bakery,1.52,kg
BrandA Pork,Meat,26.81,kg
EcoLife Cake,Bakery,0.52,piece
BrandC Croissant,Bakery,1.71,kg
BrandA Water,Beverages,2.24,bottle
BrandC Tablet,Electronics,79.1,piece
BrandA Milk,Dairy,9.91,liter
BrandC Spinach,Vegetables,0.9,piece
GoodFarm Lotion,Personal Care,1.08,piece
GoodFarm Croissant,Bakery,0.5,piece
NaturePlus Laptop,Electronics,83.91,piece
BrandA Oats,Food,3.23,kg
BrandC Coke,Beverages,2.8,liter
GoodFarm Jeans,Clothing,9.57,piece
EcoLife Deodorant,Personal Care,1.7,piece
NaturePlus Coke,Beverages,2.12,liter
BrandC Bagel,Bakery,2.76,kg
EcoLife Shirt,Clothing,14.34,piece
EcoLife Bagel,Bakery,4.39,piece
EcoLife Coke,Beverages,1.27,bottle
NaturePlus Lentils,Food,1.07,pack
NaturePlus Orange,Fruits,1.72,piece
BrandC Shirt,Clothing,13.61,piece
BrandC Bread,Bakery,3.32,kg
BrandC Cheese,Dairy,2.66,kg
NaturePlus Croissant,Bakery,4.04,piece
EcoLife Mango,Fruits,0.11,piece
BrandA Juice,Beverages,0.58,liter
BrandB Cake,Bakery,2.19,kg
BrandA Oats,Food,1.78,piece
EcoLife Muffin,Bakery,1.15,kg
NaturePlus Deodorant,Personal Care,4.26,piece
BrandB Shampoo,Personal Care,3.16,piece
BrandB Soap,Personal Care,2.24,piece
NaturePlus Lamb,Meat,29.57,kg
BrandC Milk,Dairy,8.37,kg
NaturePlus Muffin,Bakery,3.92,kg
GoodFarm Cheese,Dairy,0.95,kg
BrandB Juice,Beverages,1.53,liter
EcoLife TV,Electronics,21.42,piece
NaturePlus Potato,Vegetables,1.3,piece
BrandC Jacket,Clothing,2.85,piece
EcoLife Soap,Personal Care,3.21,piece
EcoLife Coke,Beverages,1.43,bottle
GoodFarm Lotion,Personal Care,0.91,piece
BrandA Milk,Dairy,1.39,kg
NaturePlus Bread,Bakery,3.48,piece
BrandB Shampoo,Personal Care,0.41,piece
BrandA Bread,Bakery,1.49,kg
EcoLife Tea,Beverages,0.92,bottle
BrandB Mango,Fruits,1.48,kg
EcoLife Lamb,Meat,5.92,kg
BrandB Bread,Bakery,0.5,piece
BrandA Juice,Beverages,1.5,bottle
BrandC Tea,Beverages,2.79,liter
BrandB Mango,Fruits,1.93,piece
BrandA Coffee,Beverages,1.22,bottle
EcoLife Pork,Meat,13.46,kg
GoodFarm Cake,Bakery,4.2,piece
BrandC Spinach,Vegetables,1.08,kg
BrandC Bread,Bakery,1.46,piece
NaturePlus Carrot,Vegetables,0.13,piece
BrandA Banana,Fruits,0.6,kg
EcoLife Phone,Electronics,65.57,piece
BrandA Beans,Food,2.24,kg
GoodFarm Water,Beverages,2.27,liter
BrandC Pork,Meat,17.18,kg
BrandC Tomato,Vegetables,1.87,kg
EcoLife Butter,Dairy,7.7,liter
BrandB Sweater,Clothing,3.19,piece
BrandB Apple,Fruits,0.75,kg
BrandB Muffin,Bakery,1.82,kg
GoodFarm Lentils,Food,3.17,pack
NaturePlus Lotion,Personal Care,1.91,piece
EcoLife Juice,Beverages,1.05,liter
NaturePlus Orange,Fruits,0.68,piece
BrandC Onion,Vegetables,1.96,piece
BrandC Lentils,Food,1.33,piece
EcoLife TV,Electronics,21.93,piece
BrandA Turkey,Meat,14.89,kg
GoodFarm Laptop,Electronics,166.93,piece
NaturePlus Orange,Fruits,1.19,kg
BrandB Coke,Beverages,2.83,liter
NaturePlus TV,Electronics,97.56,piece
NaturePlus Mango,Fruits,0.14,kg
EcoLife Tomato,Vegetables,0.33,kg
GoodFarm Lamb,Meat,18.14,kg
GoodFarm Shampoo,Personal Care,3.52,piece
GoodFarm Deodorant,Personal Care,2.07,piece
NaturePlus Tablet,Electronics,26.24,piece
BrandC Potato,Vegetables,0.34,kg
BrandC Pasta,Food,2.47,piece
BrandC Cheese,Dairy,5.84,liter
EcoLife Water,Beverages,0.85,bottle
NaturePlus Coke,Beverages,1.81,bottle
BrandC Pasta,Food,4.02,pack
BrandA Milk,Dairy,5.08,liter
BrandB Sweater,Clothing,12.72,piece
BrandC Banana,Fruits,0.37,piece
NaturePlus Jacket,Clothing,17.19,piece
BrandC Spinach,Vegetables,0.69,kg
GoodFarm Bread,Bakery,1.18,kg
BrandC Pork,Meat,29.58,kg
EcoLife Headphones,Electronics,161.6,piece
GoodFarm Mango,Fruits,1.15,piece
NaturePlus Oats,Food,0.48,kg
EcoLife Lamb,Meat,25.55,kg
BrandA Beans,Food,4.49,pack
NaturePlus Banana,Fruits,0.13,kg
EcoLife Sweater,Clothing,16.38,piece
NaturePlus Rice,Food,2.07,kg
BrandC Banana,Fruits,0.26,piece
GoodFarm Croissant,Bakery,1.61,piece
NaturePlus Bread,Bakery,2.59,kg
BrandB Lotion,Personal Care,4.19,piece
GoodFarm Toothpaste,Personal Care,1.23,piece
BrandC Deodorant,Personal Care,3.86,piece
NaturePlus Tomato,Vegetables,0.27,piece
GoodFarm Cake,Bakery,1.39,kg
BrandB Yogurt,Dairy,3.29,liter
NaturePlus Pasta,Food,1.97,piece
EcoLife Carrot,Vegetables,1.82,piece
BrandC Shirt,Clothing,6.9,piece
BrandA Turkey,Meat,18.57,kg
NaturePlus Orange,Fruits,0.65,kg
EcoLife Grapes,Fruits,0.64,kg
BrandA Butter,Dairy,6.21,liter
EcoLife Coffee,Beverages,1.37,bottle
GoodFarm Mango,Fruits,0.22,piece
EcoLife Toothpaste,Personal Care,4.0,piece
BrandB Oats,Food,2.38,kg
BrandA Butter,Dairy,1.63,kg
BrandC Oats,Food,1.48,kg
BrandB Beans,Food,3.98,pack
BrandC Beans,Food,2.45,pack
BrandC Cream,Dairy,8.89,kg
EcoLife Milk,Dairy,3.26,kg
BrandC Turkey,Meat,6.33,kg
NaturePlus Lamb,Meat,27.66,kg
NaturePlus Phone,Electronics,106.95,piece
BrandC Phone,Electronics,163.23,piece
EcoLife Rice,Food,4.73,piece
NaturePlus Soap,Personal Care,2.66,piece
GoodFarm Banana,Fruits,0.1,kg
BrandC Coke,Beverages,0.42,bottle
BrandB Croissant,Bakery,0.48,kg
GoodFarm Laptop,Electronics,61.02,piece
BrandC Shampoo,Personal Care,1.86,piece
GoodFarm Lotion,Personal Care,4.32,piece
BrandB Banana,Fruits,0.71,kg
EcoLife Butter,Dairy,0.82,liter
BrandC Shirt,Clothing,14.19,piece
BrandB Bagel,Bakery,3.44,piece
GoodFarm Milk,Dairy,3.91,liter
GoodFarm Coffee,Beverages,1.39,bottle
BrandA Carrot,Vegetables,0.66,kg
BrandB Bagel,Bakery,0.68,piece
BrandC Turkey,Meat,25.93,kg
GoodFarm Coke,Beverages,2.18,liter
GoodFarm Bread,Bakery,2.01,piece
EcoLife Muffin,Bakery,0.7,kg
GoodFarm Juice,Beverages,1.63,liter
NaturePlus Beans,Food,0.22,kg
NaturePlus Cake,Bakery,3.5,kg
BrandB Croissant,Bakery,3.35,piece
BrandB Banana,Fruits,0.97,kg
EcoLife Tablet,Electronics,187.4,piece
GoodFarm T-shirt,Clothing,14.71,piece
GoodFarm Chicken,Meat,8.93,kg
BrandB Oats,Food,3.86,piece
BrandA Muffin,Bakery,0.59,kg
GoodFarm Headphones,Electronics,100.73,piece
BrandA TV,Electronics,57.97,piece
BrandC Bread,Bakery,0.53,kg
BrandC Beans,Food,4.57,piece
NaturePlus Lentils,Food,4.55,piece
GoodFarm Toothpaste,Personal Care,2.18,piece
GoodFarm Apple,Fruits,0.91,kg
NaturePlus Apple,Fruits,0.46,kg
BrandC Yogurt,Dairy,9.28,liter
EcoLife Juice,Beverages,0.26,liter
NaturePlus Soap,Personal Care,3.91,piece
NaturePlus Cream,Dairy,7.82,kg
BrandB Banana,Fruits,0.54,kg
GoodFarm Rice,Food,2.89,pack
BrandC Sweater,Clothing,14.32,piece
EcoLife Rice,Food,3.21,piece
GoodFarm Apple,Fruits,1.01,piece
GoodFarm Chicken,Meat,23.28,kg
BrandB Spinach,Vegetables,1.24,kg
BrandC T-shirt,Clothing,16.68,piece
EcoLife Pasta,Food,4.92,kg
BrandC Cake,Bakery,2.25,piece
GoodFarm Shampoo,Personal Care,4.17,piece
BrandC Toothpaste,Personal Care,1.18,piece
BrandA Lotion,Personal Care,4.17,piece
BrandA TV,Electronics,41.39,piece
NaturePlus Milk,Dairy,1.62,liter
BrandA Mango,Fruits,0.46,kg
NaturePlus Jeans,Clothing,10.55,piece
EcoLife Deodorant,Personal Care,4.7,piece
NaturePlus Toothpaste,Personal Care,4.92,piece
EcoLife Chicken,Meat,9.32,kg
NaturePlus Headphones,Electronics,115.73,piece
BrandB T-shirt,Clothing,12.96,piece
NaturePlus Lotion,Personal Care,4.72,piece
GoodFarm Orange,Fruits,0.94,kg
BrandA Jeans,Clothing,8.85,piece
BrandB Soap,Personal Care,2.83,piece
BrandA Phone,Electronics,130.9,piece
BrandC Cheese,Dairy,3.18,kg
BrandB Juice,Beverages,0.84,liter
NaturePlus Lotion,Personal Care,3.55,piece
EcoLife Lamb,Meat,23.15,kg
GoodFarm Carrot,Vegetables,1.95,piece
EcoLife Turkey,Meat,27.81,kg
NaturePlus Bread,Bakery,1.8,kg
NaturePlus Headphones,Electronics,95.1,piece
BrandC Phone,Electronics,101.36,piece
EcoLife Tea,Beverages,2.5,liter
BrandA Lotion,Personal Care,0.33,piece
BrandC Cake,Bakery,1.56,piece
NaturePlus Shirt,Clothing,5.98,piece
GoodFarm Banana,Fruits,1.95,piece
BrandA Oats,Food,1.03,piece
BrandB Beans,Food,0.71,kg
BrandB Mango,Fruits,0.8,kg
EcoLife Pasta,Food,2.43,kg
BrandB Muffin,Bakery,3.02,piece
NaturePlus Tablet,Electronics,121.25,piece
EcoLife Shirt,Clothing,14.15,piece
NaturePlus Coke,Beverages,1.82,bottle
BrandC Butter,Dairy,7.49,liter
BrandC Butter,Dairy,5.91,kg
BrandC Apple,Fruits,1.15,piece
BrandB Yogurt,Dairy,8.54,kg
BrandB Potato,Vegetables,0.67,kg
BrandA Jeans,Clothing,8.55,piece
NaturePlus Orange,Fruits,1.73,kg
BrandC Milk,Dairy,4.0,kg
EcoLife Tomato,Vegetables,1.48,kg
BrandB Tomato,Vegetables,0.67,kg
BrandB Croissant,Bakery,3.76,piece
EcoLife Butter,Dairy,6.21,liter
NaturePlus Croissant,Bakery,1.45,piece
GoodFarm Coke,Beverages,2.55,bottle
BrandC Cake,Bakery,2.63,piece
GoodFarm Lotion,Personal Care,3.83,piece
BrandB Milk,Dairy,5.18,liter
BrandA Tea,Beverages,0.28,liter
NaturePlus Tomato,Vegetables,0.99,kg
BrandA Pasta,Food,0.25,pack
BrandC Chicken,Meat,27.31,kg
BrandB Bread,Bakery,2.06,kg
BrandC Headphones,Electronics,147.88,piece
EcoLife Oats,Food,4.21,kg
EcoLife Mango,Fruits,1.78,piece
EcoLife Shampoo,Personal Care,1.63,piece
BrandA Apple,Fruits,1.05,piece
EcoLife Coke,Beverages,2.08,liter
BrandA Grapes,Fruits,1.5,kg
NaturePlus Beans,Food,3.99,pack
BrandB Onion,Vegetables,1.67,kg
NaturePlus Bread,Bakery,0.38,piece
GoodFarm Cream,Dairy,7.11,liter
BrandA Jeans,Clothing,12.67,piece
NaturePlus Jacket,Clothing,7.99,piece
BrandB Cream,Dairy,5.19,kg
GoodFarm TV,Electronics,95.96,piece
BrandA Deodorant,Personal Care,4.18,piece
GoodFarm Soap,Personal Care,1.93,piece
BrandC Jacket,Clothing,5.43,piece
BrandC Beef,Meat,28.42,kg
EcoLife Turkey,Meat,9.53,kg
BrandA Deodorant,Personal Care,1.41,piece
BrandA Oats,Food,3.04,kg
GoodFarm Rice,Food,3.69,pack
NaturePlus Cream,Dairy,4.84,liter
NaturePlus Sweater,Clothing,19.75,piece
GoodFarm Pasta,Food,1.54,kg
BrandB Milk,Dairy,2.34,kg
GoodFarm Shirt,Clothing,19.07,piece
EcoLife Coffee,Beverages,1.17,liter
BrandA Cheese,Dairy,1.33,kg
BrandB Pork,Meat,13.45,kg
EcoLife Pork,Meat,15.29,kg
NaturePlus Butter,Dairy,8.32,liter
BrandB Cream,Dairy,8.13,liter
